ID,COORDS_X,COORDS_Y,AGE,ROOMS,HOUSESIZE,LOTSIZE,INQUALITY,PARKING,DISTAMEN,DISTCBD,PROXAMEN,DFLOOD100,TRPRICE,YEAR,ASKPRICE,AGE2,HOUSESIZE2,LOTSIZE2,LN_DISTCBD,LN_DISTAMEN
3480534,177068,318235,97,7,145,152,4,0,244,722,3496,0,412595,2008,385000,9409,21025,23104,6.5820251,5.4971681
4961001,177108,317546,100,8,240,187,4,0,220,835,3520,0,573353,2013,535000,10000,57600,34969,6.7274318,5.3936276
5736358,174046,319374,53,4,117,126,4,0,2095,2731,1644,0,131283,2016,122500,2809,13689,15876,7.9124231,7.6473088
5879179,173183,316805,39,4,134,134,4,0,3594,3418,145,0,159683,2016,149000,1521,17956,17956,8.1368113,8.1870213
5857846,178988,314960,40,4,88,168,4,0,1707,3980,2032,0,170400,2016,159000,1600,7744,28224,8.2890368,7.4424925
5722317,178632,315372,53,5,123,124,5,0,1413,3436,2326,0,213268,2016,199000,2809,15129,15376,8.1420631,7.2534704
5897185,179003,314916,39,4,100,195,5,0,1705,4024,2034,0,213268,2016,199000,1521,10000,38025,8.3000317,7.4413204
5870518,174083,316766,46,5,123,125,5,0,2696,2609,1044,0,223985,2016,209000,2116,15129,15625,7.8667221,7.8995247
5707166,179103,315354,37,5,148,250,4,1,1873,3772,1867,0,234702,2016,219000,1369,21904,62500,8.2353611,7.5352969
5795366,174029,317477,55,7,144,264,4,1,2651,2417,1088,0,299004,2016,279000,3025,20736,69696,7.7902822,7.8826923
5828542,178994,317651,53,6,142,482,4,1,2015,2621,1724,0,299004,2016,279000,2809,20164,232324,7.8713112,7.6083746
5708237,179582,318811,23,7,115,227,4,1,2631,3295,1109,0,309721,2016,289000,529,13225,51529,8.1001616,7.8751192
5783445,173357,319103,53,4,94,114,4,0,2834,3238,905,0,160219,2016,149500,2809,8836,12996,8.0827112,7.9494443
5782348,178535,317882,14,5,127,148,4,1,1661,2144,2079,0,341872,2016,319000,196,16129,21904,7.6704288,7.415175
5809925,178494,317942,16,5,132,137,4,1,1645,2101,2094,0,341872,2016,319000,256,17424,18769,7.6501689,7.4054956
5818371,177599,316254,32,5,102,129,1,1,389,2104,3350,0,192906,2016,180000,1024,10404,16641,7.6515956,5.9635792
5795733,178490,315482,41,6,110,150,3,0,1292,3260,2448,0,160755,2016,150000,1681,12100,22500,8.0894823,7.1639466
5798644,177855,316885,18,5,106,122,5,0,753,1825,2987,0,214340,2016,200000,324,11236,14884,7.509335,6.6240654
5660891,176610,316406,66,6,172,288,4,1,145,1588,3595,0,342944,2016,320000,4356,29584,82944,7.3702307,4.9767337
5775160,177401,318280,91,6,124,241,4,0,569,1052,3171,0,267818,2016,249900,8281,15376,58081,6.9584484,6.3438807
5860211,174241,316514,100,7,213,1795,5,1,2512,2603,1228,0,669813,2016,625000,10000,45369,3222025,7.8644199,7.8288345
5690312,177830,319171,100,5,134,173,4,0,849,1867,2890,0,218627,2016,204000,10000,17956,29929,7.5320883,6.7440591
5723455,174101,315823,53,5,189,241,4,0,2669,3147,1071,0,423322,2016,395000,2809,35721,58081,8.0542049,7.8894591
5766087,175860,316704,71,5,106,1,2,0,930,1382,2810,0,337586,2016,315000,5041,11236,1,7.231287,6.8351846
5887876,179430,317601,32,7,123,226,4,1,2422,3060,1317,0,316152,2016,295000,1024,15129,51076,8.0261698,7.7923489
5956198,175799,316711,71,4,139,241,4,0,991,1400,2749,0,305435,2016,285000,5041,19321,58081,7.2442274,6.8987145
5784050,174575,319651,84,8,160,644,2,1,1511,2470,2228,0,294718,2016,275000,7056,25600,414736,7.8119736,7.3205271
5855462,178883,316318,88,5,157,152,4,0,1654,2993,2086,0,294718,2016,275000,7744,24649,23104,8.0040312,7.4109521
5623684,176625,316510,31,7,110,102,4,1,142,1487,3597,0,273284,2016,255000,961,12100,10404,7.3045158,4.9558272
5783810,177430,316249,33,6,115,138,4,1,232,2017,3507,0,241133,2016,225000,1089,13225,19044,7.6093664,5.4467373
5623281,179140,319386,59,4,88,150,5,0,2132,3086,1608,0,198265,2016,185000,3481,7744,22500,8.0346308,7.6648159
5826174,178758,316150,35,5,105,121,4,0,1548,2989,2192,0,198265,2016,185000,1225,11025,14641,8.0026941,7.3447189
5824954,177830,319171,100,4,155,175,2,0,849,1867,2890,0,176831,2016,165000,10000,24025,30625,7.5320883,6.7440591
5956249,179192,319551,57,4,108,180,4,0,2184,3210,1555,0,155397,2016,145000,3249,11664,32400,8.0740261,7.6889133
5857746,174255,318662,61,5,137,120,2,0,2218,2245,1521,0,133963,2016,125000,3721,18769,14400,7.7164607,7.704361
3907659,178908,317563,61,10,189,314,4,1,1907,2549,1832,0,369747,2010,345000,3721,35721,98596,7.8434563,7.5532866
6845252,174575,317005,3,4,148,297,5,1,2220,2063,1519,0,384826,2019,359000,9,21904,88209,7.6319165,7.7052627
7050037,178988,314960,39,4,88,165,2,0,1707,3980,2032,0,202599,2020,189000,1521,7744,27225,8.2890368,7.4424925
6103894,174266,319903,53,6,144,525,3,1,1649,2868,2091,0,266918,2017,249000,2809,20736,275625,7.96137,7.4079242
3734822,174174,319876,51,5,150,819,4,1,1742,2920,1998,0,391266,2010,365000,2601,22500,670761,7.9793391,7.4627891
4512925,178930,315016,38,5,87,157,5,0,1662,3900,2077,0,202630,2012,189000,1444,7569,24649,8.2687321,7.4157772
6389382,174234,317891,54,6,128,450,4,1,2401,2161,1338,0,374184,2018,349000,2916,16384,202500,7.6783261,7.7836404
6189154,177786,315099,29,4,91,138,4,0,534,3199,3206,0,187635,2017,175000,841,8281,19044,8.0705938,6.280396
6210995,178166,317832,69,4,131,108,4,0,1301,1779,2439,0,187635,2017,175000,4761,17161,11664,7.4838066,7.1708884
6021544,175698,317448,70,7,125,204,4,0,1019,875,2721,0,375271,2017,350000,4900,15625,41616,6.7742238,6.9265771
6665222,177648,317136,69,8,137,131,4,0,581,1511,3158,0,200515,2019,187000,4761,18769,17161,7.3205271,6.3647509
7119408,179196,316479,55,7,156,316,4,1,1966,3179,1774,0,278800,2020,260000,3025,24336,99856,8.0643215,7.5837564
6229812,179218,319558,49,5,130,273,4,0,2211,3236,1529,0,293874,2017,274000,2401,16900,74529,8.0820932,7.7012
3979310,176586,319340,27,5,155,158,4,1,90,1375,3650,0,299319,2010,279000,729,24025,24964,7.2262092,4.4998097
5121278,176536,316427,50,10,145,1192,4,1,220,1558,3519,0,670592,2014,625000,2500,21025,1420864,7.3511581,5.3936276
4731761,179540,319236,46,5,110,352,4,1,2540,3388,1199,0,284353,2012,265000,2116,12100,123904,8.1279955,7.8399196
6465555,178878,314928,38,5,111,125,4,0,1593,3934,2147,0,198525,2018,185000,1444,12321,15625,8.2774124,7.3733745
5835441,178420,317916,14,6,160,131,5,1,1567,2027,2173,0,374559,2016,349000,196,25600,17161,7.6143122,7.3569183
1009257,176224,316798,92,1,120,207,1,0,603,1193,3137,0,316625,2005,295000,8464,14400,42849,7.0842266,6.401917
6554800,177653,317211,69,5,132,85,4,0,604,1475,3136,0,213597,2018,199000,4761,17424,7225,7.2964134,6.403574
6208339,175644,317723,100,5,190,100,4,0,1018,792,2722,0,348843,2017,325000,10000,36100,10000,6.6745615,6.9255953
3529542,173056,317024,40,5,108,178,4,1,3688,3471,52,0,224341,2008,209000,1600,11664,31684,8.1521978,8.2128391
3144578,179056,319431,55,6,105,164,3,0,2047,3033,1693,0,203429,2007,189500,3025,11025,26896,8.0173073,7.6241307
5652039,174243,317643,56,6,120,311,4,1,2416,2176,1324,0,310793,2016,289500,3136,14400,96721,7.6852436,7.7898684
6767929,179328,319533,100,6,168,508,4,0,2320,3321,1420,0,374710,2019,349000,10000,28224,258064,8.1080208,7.7493224
4244971,174851,318870,20,7,115,308,4,0,1597,1781,2142,0,235135,2011,219000,400,13225,94864,7.4849305,7.3758821
1309350,173548,319426,28,7,105,127,4,0,2509,3192,1230,0,202954,2006,189000,784,11025,16129,8.0684032,7.8276396
5921745,177506,316045,32,5,137,249,5,1,418,2231,3321,0,364078,2016,339000,1024,18769,62001,7.7102051,6.0354815
3322772,179521,316560,54,5,131,125,4,1,2295,3434,1445,0,210508,2008,196000,2916,17161,15625,8.1414814,7.7384882
338198,173292,317336,24,1,150,215,4,0,3401,3167,338,0,278186,2004,259000,576,22500,46225,8.0605402,8.1318245
5818492,178900,315962,53,5,100,219,4,1,1723,3217,2017,0,237917,2016,221500,2809,10000,47961,8.0762043,7.4518223
6324186,176267,319546,27,4,91,103,4,0,93,1572,3647,0,224510,2018,209000,729,8281,10609,7.3601041,4.5325994
6786048,179652,319414,36,5,118,235,4,1,2643,3560,1097,0,353432,2019,329000,1296,13924,55225,8.177516,7.8796701
4093503,176251,318295,53,7,140,515,3,0,405,347,3335,0,316926,2010,295000,2809,19600,265225,5.8493247,6.0038872
6946170,174631,319422,50,5,165,267,5,1,1529,2278,2211,0,417992,2019,389000,2500,27225,71289,7.7310534,7.3323693
7230651,174413,319160,27,4,94,209,2,0,1837,2306,1903,0,295500,2020,275000,729,8836,43681,7.7432699,7.5158892
7107234,179107,319237,65,4,84,162,2,1,2109,2991,1631,0,215000,2020,200000,4225,7056,26244,8.0033627,7.6539693
6893394,179394,319716,51,5,143,312,2,1,2382,3467,1358,0,349382,2019,325000,2601,20449,97344,8.1510448,7.7756958
6905529,173038,316871,30,7,130,310,4,1,3739,3533,1,0,349382,2019,325000,900,16900,96100,8.1699028,8.2265739
5434416,177463,315654,53,10,139,118,1,1,374,2559,3366,0,154814,2015,144000,2809,19321,13924,7.8473721,5.9242558
5314517,174368,319516,22,2,90,75,4,0,1746,2543,1994,0,147826,2015,137500,484,8100,5625,7.8410997,7.4650826
5314537,178494,317942,16,5,120,133,4,1,1645,2101,2094,0,268237,2015,249500,256,14400,17689,7.6501689,7.4054956
5449777,178548,317268,83,6,128,138,5,0,1490,2269,2249,0,287589,2015,267500,6889,16384,19044,7.7270947,7.3065314
5569754,175896,316500,63,8,170,237,4,0,864,1560,2875,0,451542,2015,420000,3969,28900,56169,7.3524413,6.7615728
5496225,174655,317493,23,6,146,406,5,1,2031,1805,1709,0,430040,2015,400000,529,21316,164836,7.4983158,7.6162834
5484762,174894,316968,71,5,150,160,3,0,1921,1808,1818,0,161265,2015,150000,5041,22500,25600,7.4999766,7.5606012
5488108,179117,319239,65,4,100,200,2,0,2118,3001,1621,0,129012,2015,120000,4225,10000,40000,8.0067005,7.6582274
5568589,174800,319414,41,5,123,500,3,1,1377,2144,2362,0,268775,2015,250000,1681,15129,250000,7.6704288,7.2276626
5501040,177526,316937,13,6,165,177,4,1,433,1539,3306,0,322530,2015,300000,169,27225,31329,7.3388882,6.0707378
5360935,174029,317477,55,9,126,228,4,0,2651,2417,1088,0,268775,2015,250000,3025,15876,51984,7.7902822,7.8826923
5514731,174741,316906,11,4,135,293,5,1,2067,1970,1673,0,342957,2015,319000,121,18225,85849,7.5857887,7.6338534
5532785,177561,318020,91,5,139,175,4,0,729,1168,3011,0,342957,2015,319000,8281,19321,30625,7.0630484,6.5916739
5462374,178804,317423,63,9,161,158,5,1,1772,2474,1967,0,289202,2015,269000,3969,25921,24964,7.8135915,7.4798641
5525125,178864,316844,68,5,156,210,4,0,1690,2719,2049,0,224696,2015,209000,4624,24336,44100,7.9080195,7.4324837
5560330,178273,317563,56,5,150,145,4,0,1303,1925,2436,0,213945,2015,199000,3136,22500,21025,7.5626812,7.1724248
5367241,173436,319431,5,3,150,146,4,0,2604,3295,1136,0,203194,2015,189000,25,22500,21316,8.1001616,7.8648038
5405237,174233,318615,61,5,157,145,2,0,2260,2252,1480,0,127937,2015,119000,3721,24649,21025,7.719574,7.7231202
5340988,178975,318140,16,6,178,405,4,1,2132,2586,1608,0,467669,2015,435000,256,31684,164025,7.8578677,7.6648159
5536943,176033,316575,53,8,180,174,4,0,737,1449,3003,0,467669,2015,435000,2809,32400,30276,7.2786288,6.6025877
5392997,176109,316730,82,10,170,174,4,0,694,1281,3046,0,446167,2015,415000,6724,28900,30276,7.1553965,6.5424719
5524890,175900,316600,62,7,145,161,4,0,872,1464,2867,0,403163,2015,375000,3844,21025,25921,7.2889276,6.7707896
5478358,179465,318786,23,6,147,240,5,1,2519,3176,1221,0,349408,2015,325000,529,21609,57600,8.0633774,7.8316174
5456964,174851,318870,20,7,118,220,5,0,1597,1781,2142,0,241898,2015,225000,400,13924,48400,7.4849305,7.3758821
5599511,179293,316289,56,6,130,300,4,1,2065,3356,1675,0,241898,2015,225000,3136,16900,90000,8.1185055,7.6328855
5342033,173436,319431,6,3,126,119,4,0,2604,3295,1136,0,189218,2015,176000,36,15876,14161,8.1001616,7.8648038
5422799,175415,317126,97,5,125,178,4,0,1377,1298,2363,0,231147,2015,215000,9409,15625,31684,7.1685801,7.2276626
5478314,177494,323039,60,7,105,275,4,1,766,5178,2973,1,145139,2015,135000,3600,11025,75625,8.5521746,6.6411819
5607460,175820,316757,71,6,106,340,2,1,981,1350,2759,0,321510,2016,299000,5041,11236,115600,7.20786,6.8885727
4578261,178406,318005,13,5,125,113,5,0,1566,2013,2173,0,246290,2012,229000,169,15625,12769,7.6073813,7.3562799
5633965,179056,319726,54,4,83,190,2,0,2048,3185,1692,0,150038,2016,139500,2916,6889,36100,8.0662079,7.624619
6452864,174403,319550,50,6,151,270,3,1,1703,2536,2037,0,247377,2018,230000,2500,22801,72900,7.8383431,7.4401464
4017721,178273,317563,53,4,100,232,4,1,1303,1925,2436,0,257062,2010,239000,2809,10000,53824,7.5626812,7.1724248
3466535,178535,317882,14,6,150,148,5,1,1661,2144,2079,0,338808,2009,315000,196,22500,21904,7.6704288,7.415175
3438926,178535,317882,14,5,150,150,4,1,1661,2144,2079,0,338808,2009,315000,196,22500,22500,7.6704288,7.415175
5448130,175889,318173,100,6,105,69,4,0,752,541,2988,0,235554,2015,219000,10000,11025,4761,6.2934194,6.6227365
5932973,179071,317189,53,5,116,130,4,0,1995,2792,1744,0,153280,2017,142500,2809,13456,16900,7.9345136,7.5983992
6442430,179070,318880,23,6,168,322,5,1,2114,2824,1625,0,461494,2018,429000,529,28224,103684,7.9459095,7.6563373
3719594,176846,323140,62,4,181,840,4,1,116,5181,3623,1,317410,2009,295000,3844,32761,705600,8.5527534,4.7535901
5808631,176528,316514,67,7,137,198,5,0,239,1471,3501,0,386348,2016,359000,4489,18769,39204,7.2936978,5.4764633
6612517,179534,319290,42,8,150,173,4,0,2530,3403,1210,0,300266,2019,279000,1764,22500,29929,8.1324129,7.8359747
7060870,176955,323128,19,6,145,353,4,1,224,5180,3516,1,317500,2020,295000,361,21025,124609,8.5525608,5.4116459
6318411,173214,316813,39,5,90,275,3,0,3565,3386,175,0,181895,2018,169000,1521,8100,75625,8.1274042,8.1789198
7169820,177680,316363,32,5,115,121,5,1,451,2065,3289,0,322900,2020,300000,1024,13225,14641,7.6328855,6.1114674
4189264,178839,318050,19,6,133,260,4,1,2001,2447,1738,0,375643,2011,349000,361,17689,67600,7.802618,7.6014023
7157592,178608,315021,34,5,126,133,4,0,1341,3695,2399,0,257250,2020,239000,1156,15876,17689,8.214736,7.2011709
5979839,175715,316450,63,5,140,458,4,1,1040,1673,2700,0,589862,2017,548000,3969,19600,209764,7.4223738,6.9469762
3010291,175266,316758,53,1,140,265,2,1,1524,1662,2216,0,428433,2007,398000,2809,19600,70225,7.4157772,7.3290939
4156537,178494,317942,15,8,156,150,5,1,1645,2101,2094,0,332630,2011,309000,225,24336,22500,7.6501689,7.4054956
4364243,179430,317601,32,7,110,226,4,1,2422,3060,1317,0,332630,2011,309000,1024,12100,51076,8.0261698,7.7923489
1339597,176079,321397,48,5,82,305,4,1,348,3433,3392,1,236836,2005,220000,2304,6724,93025,8.1411896,5.8522024
7195249,178458,318245,28,6,87,125,4,0,1605,2082,2135,0,225000,2020,209000,784,7569,15625,7.6410842,7.3808789
3462114,173025,316971,42,5,150,268,4,1,3729,3516,10,0,348841,2008,324000,1764,22500,71824,8.1650791,8.2238951
6039674,179534,319290,53,5,150,200,5,1,2530,3403,1210,0,290703,2017,270000,2809,22500,40000,8.1324129,7.8359747
6455021,177696,315490,37,5,121,161,4,1,524,2809,3216,0,253094,2018,235000,1369,14641,25921,7.9405837,6.2614918
5886619,178948,315887,38,5,95,216,3,1,1787,3302,1952,0,171258,2016,159000,1444,9025,46656,8.1022835,7.4882936
3577802,179070,318880,23,5,145,283,4,1,2114,2824,1625,0,375906,2008,349000,529,21025,80089,7.9459095,7.6563373
3766404,174065,317529,53,6,145,207,4,1,2608,2371,1132,0,320976,2009,298000,2809,21025,42849,7.7710671,7.8663387
6076108,175887,316603,65,5,170,344,4,1,886,1466,2854,0,483623,2017,449000,4225,28900,118336,7.2902927,6.7867169
4866294,179596,316870,53,6,125,273,4,1,2410,3389,1330,0,235894,2013,219000,2809,15625,74529,8.1282902,7.7873821
4336164,177561,318020,85,9,135,158,4,0,729,1168,3011,0,371628,2011,345000,7225,18225,24964,7.0630484,6.5916739
6373941,178169,317875,69,5,100,150,4,0,1321,1779,2418,0,212744,2018,197500,4761,10000,22500,7.4838066,7.1861444
4615706,173143,317384,21,6,141,222,5,1,3541,3304,198,0,285473,2012,265000,441,19881,49284,8.1028891,8.1721649
6827255,179355,317107,23,6,154,241,4,1,2236,3087,1503,0,354445,2019,329000,529,23716,58081,8.034955,7.7124438
5708231,174307,319234,48,7,128,188,5,1,1900,2435,1839,0,203623,2016,189000,2304,16384,35344,7.7977018,7.5496092
3391998,175152,317846,53,8,175,194,4,0,1489,1248,2251,0,376035,2007,349000,2809,30625,37636,7.1292977,7.30586
2853515,173080,317220,20,1,130,306,4,0,3629,3399,110,0,360953,2005,335000,400,16900,93636,8.1312361,8.1967125
4108355,177855,316885,18,6,144,149,5,0,753,1825,2987,0,266678,2011,247500,324,20736,22201,7.509335,6.6240654
5434796,177411,316054,32,6,100,184,5,1,344,2177,3396,0,235984,2015,219000,1024,10000,33856,7.6857033,5.8406415
5375988,179385,317587,32,4,101,133,4,0,2375,3017,1364,0,225233,2015,209000,1024,10201,17689,8.0120182,7.7727528
4352833,179151,319332,60,5,90,144,1,0,2145,3072,1594,0,160580,2011,149000,3600,8100,20736,8.0300837,7.6708946
4982532,179312,316541,55,8,129,170,4,0,2085,3253,1655,0,163815,2013,152000,3025,16641,28900,8.0873327,7.6425242
4980503,179100,319665,54,5,88,215,4,0,2098,3189,1641,0,163815,2013,152000,2916,7744,46225,8.0674629,7.6487398
5995793,177655,316856,15,5,180,165,5,0,556,1689,3184,0,350164,2017,324900,225,32400,27225,7.4318919,6.3207684
4946819,174711,317745,60,6,168,368,2,1,1939,1699,1801,0,210229,2013,195000,3600,28224,135424,7.4377952,7.5699277
6210067,177679,318255,16,6,117,146,5,1,846,1315,2893,0,269561,2017,250000,256,13689,21316,7.181592,6.7405195
6454008,176301,316327,64,7,172,457,5,1,444,1654,3296,0,749407,2018,695000,4096,29584,208849,7.4109521,6.0958247
6020715,177917,316916,18,5,131,142,5,0,822,1858,2918,0,268503,2017,249000,324,17161,20164,7.527256,6.7117405
6334086,175715,316450,64,7,120,458,2,1,1040,1673,2700,0,458376,2018,425000,4096,14400,209764,7.4223738,6.9469762
601313,178930,318757,51,8,142,279,2,1,2000,2653,1740,0,219698,2002,203700,2601,20164,77841,7.8834462,7.6009026
4304175,176226,318101,29,7,120,70,4,1,409,207,3330,0,344100,2011,319000,841,14400,4900,5.3327188,6.0137153
5510100,174826,316787,47,5,130,249,4,1,1962,1969,1777,0,322530,2015,299000,2209,16900,62001,7.5852809,7.5817199
5502909,175208,317751,90,10,150,143,4,1,1445,1207,2295,0,318230,2015,295000,8100,22500,20449,7.0958934,7.2758646
4279979,178826,315816,39,5,130,166,3,1,1691,3255,2048,0,193114,2012,179000,1521,16900,27556,8.0879478,7.4330754
4610349,174042,315739,42,5,155,178,4,1,2736,3247,1004,0,283234,2012,262500,1764,24025,31684,8.0854864,7.9142523
2872948,176523,316583,79,1,150,124,1,0,257,1402,3483,0,350784,2006,325000,6241,22500,15376,7.2456551,5.5490761
349296,179596,316870,48,7,117,273,4,1,2410,3389,1330,0,281707,2003,261000,2304,13689,74529,8.1282902,7.7873821
6235083,174230,318029,54,8,146,427,4,1,2402,2164,1337,0,253704,2017,235000,2916,21316,182329,7.6797137,7.7840571
5994903,174174,319876,50,6,153,373,3,1,1742,2920,1998,0,253704,2017,235000,2500,23409,139129,7.9793391,7.4627891
613647,175071,316479,60,9,133,347,4,1,1683,1999,2057,0,339533,2002,314470,3600,17689,120409,7.6004024,7.4283333
4266459,175820,318048,100,5,111,117,4,0,813,578,2927,0,258075,2011,239000,10000,12321,13689,6.3595738,6.7007313
4947712,175643,317350,100,7,160,193,5,0,1098,979,2642,0,480524,2013,445000,10000,25600,37249,6.8865318,7.0012455
7009178,173278,317266,21,5,95,127,3,0,3426,3196,313,0,236500,2020,219000,441,9025,16129,8.0696554,8.1391487
7042967,173148,317043,40,2,100,179,4,1,3594,3378,146,0,270000,2020,250000,1600,10000,32041,8.1250391,8.1870213
3967621,178854,315461,43,7,140,190,4,1,1650,3520,2090,0,223022,2010,206500,1849,19600,36100,8.1662159,7.4085307
6923680,173803,317688,58,4,105,323,3,1,2847,2607,892,0,243048,2019,225000,3364,11025,104329,7.8659554,7.954021
7301779,178552,314899,39,4,148,179,2,0,1270,3761,2469,0,269000,2020,249000,1521,21904,32041,8.23244,7.1467724
3907851,174438,319694,51,6,172,310,4,1,1619,2601,2121,0,312231,2010,289000,2601,29584,96100,7.8636513,7.389564
3659286,179378,317428,32,9,135,287,4,1,2335,3035,1404,0,355451,2009,329000,1024,18225,82369,8.0179663,7.7557673
6815684,178854,315461,42,5,125,180,4,1,1650,3520,2090,0,258239,2019,239000,1764,15625,32400,8.1662159,7.4085307
6631137,177556,314856,29,5,116,311,4,1,282,3332,3457,0,258239,2019,239000,841,13456,96721,8.1113281,5.6419072
6091044,179070,318880,23,7,196,451,4,0,2114,2824,1625,0,486266,2017,450000,529,38416,203401,7.9459095,7.6563373
354381,176467,319393,28,5,95,236,4,1,127,1416,3613,0,189109,2003,175000,784,9025,55696,7.2555914,4.8441873
7014600,177663,315655,37,4,110,144,5,0,542,2648,3197,0,308000,2020,285000,1369,12100,20736,7.8815598,6.2952662
4242555,176009,321384,48,5,142,310,3,1,303,3427,3437,1,215063,2011,199000,2304,20164,96100,8.1394405,5.7137327
3876121,178987,315080,43,6,126,147,3,0,1723,3890,2017,0,225872,2009,209000,1849,15876,21609,8.2661648,7.4518223
3702183,177700,317048,67,6,125,190,4,0,618,1604,3122,0,237760,2009,220000,4489,15625,36100,7.3802557,6.4264884
3746815,178512,318070,53,4,165,346,4,1,1678,2120,2062,0,344752,2009,319000,2809,27225,119716,7.6591716,7.4253578
3689564,178907,318049,53,5,149,305,4,1,2068,2514,1672,0,416080,2009,385000,2809,22201,93025,7.8296304,7.6343374
3774535,179269,319706,53,5,115,166,4,0,2261,3354,1479,0,213984,2009,198000,2809,13225,27556,8.1179085,7.7235622
7237778,174464,317426,56,6,101,126,4,0,2231,2007,1509,0,247500,2020,229000,3136,10201,15876,7.6043963,7.7102051
435010,175028,318839,61,8,100,195,2,0,1467,1614,2273,0,195630,2003,181000,3721,10000,38025,7.3864708,7.2909746
5990563,175731,316638,60,5,117,159,3,0,1045,1495,2694,0,312373,2017,289000,3600,13689,25281,7.3098817,6.9517722
6361980,179652,319414,41,6,110,173,4,0,2643,3560,1097,0,270244,2018,250000,1681,12100,29929,8.177516,7.8796701
5969754,178578,317414,59,8,172,245,4,1,1550,2256,2190,0,264909,2017,245000,3481,29584,60025,7.7213488,7.3460102
68644,177383,319492,53,7,125,318,4,1,374,1808,3365,0,215723,2004,199500,2809,15625,101124,7.4999766,5.9242558
6915315,174071,316668,46,5,130,229,2,1,2697,2667,1042,0,319001,2019,295000,2116,16900,52441,7.8887095,7.8998952
7135225,177420,319872,27,5,116,303,4,1,414,2154,3326,0,232500,2020,215000,729,13456,91809,7.6750817,6.025866
5897629,179593,319053,53,5,110,132,5,0,2613,3375,1127,0,236846,2016,219000,2809,12100,17424,8.1241503,7.8682542
4632811,178482,317466,88,9,164,191,4,0,1471,2151,2268,0,319058,2012,295000,7744,26896,36481,7.6736879,7.2936978
2891226,175897,317312,53,4,151,87,3,0,864,831,2876,0,237950,2007,220000,2809,22801,7569,6.72263,6.7615728
5268364,179224,316428,57,7,105,190,4,1,1993,3227,1747,0,162240,2014,150000,3249,11025,36100,8.0793085,7.5973964
5197075,177579,316326,31,6,115,95,5,1,356,2034,3384,0,216320,2014,200000,961,13225,9025,7.6177597,5.8749309
5208602,176392,316632,100,10,240,285,2,0,395,1347,3344,0,373152,2014,345000,10000,57600,81225,7.2056351,5.9788857
6221556,173791,316979,48,5,134,131,4,0,2982,2788,757,0,232562,2017,215000,2304,17956,17161,7.9330797,8.000349
334769,173038,316871,41,1,140,260,4,1,3739,3533,1,0,291065,2004,269000,1681,19600,67600,8.1699028,8.2265739
246717,177219,318082,95,1,150,112,2,0,392,832,3347,0,297628,2005,275000,9025,22500,12544,6.7238326,5.971262
6738318,178461,315155,39,4,120,130,4,0,1208,3500,2532,0,204565,2019,189000,1521,14400,16900,8.1605186,7.0967212
3199408,179144,317342,53,7,135,200,4,1,2090,2823,1649,0,302061,2007,279000,2809,18225,40000,7.9455552,7.6449194
4138395,179394,319053,23,5,150,262,5,1,2416,3187,1324,0,367040,2011,339000,529,22500,68644,8.0668354,7.7898684
5806344,176514,316328,63,5,151,437,4,1,232,1655,3508,0,367057,2016,339000,3969,22801,190969,7.4115562,5.4467373
7054237,177573,317169,71,3,133,100,4,0,516,1431,3224,0,262600,2020,242500,5041,17689,10000,7.266129,6.2461066
4621523,179602,319580,42,4,220,719,4,1,2595,3586,1144,0,431008,2012,398000,1764,48400,516961,8.1847925,7.861342
6990524,178838,315003,38,5,110,120,2,0,1570,3851,2170,0,248000,2020,229000,1444,12100,14400,8.2560883,7.3588309
2873613,176625,316510,96,1,140,148,3,0,142,1487,3597,0,399643,2006,369000,9216,19600,21904,7.3045158,4.9558272
3830880,175119,318146,53,4,86,109,4,0,1517,1285,2223,0,243704,2009,225000,2809,7396,11881,7.158514,7.3244901
4235399,177842,314777,26,5,154,407,5,1,556,3514,3183,0,486328,2011,449000,676,23716,165649,8.1645107,6.3207684
4804240,178530,317487,57,10,187,224,2,1,1523,2192,2216,0,269749,2013,249000,3249,34969,50176,7.6925697,7.3284373
6863147,177539,318591,100,4,134,148,4,0,633,1299,3106,0,232921,2019,215000,10000,17956,21904,7.1693501,6.4504704
4532570,178392,318032,13,8,120,153,4,1,1555,1999,2185,0,302265,2012,279000,169,14400,23409,7.6004024,7.3492308
4830703,174241,316514,90,7,162,1000,1,0,2512,2603,1228,0,204769,2013,189000,8100,26244,1000000,7.8644199,7.8288345
4350199,173387,317179,23,4,128,231,4,1,3334,3111,406,0,322881,2011,298000,529,16384,53361,8.0426998,8.111928
3236649,179099,316902,52,9,148,161,4,0,1932,2912,1807,0,248121,2007,229000,2704,21904,25921,7.9765954,7.5663109
4127887,176419,316774,53,6,165,98,1,0,413,1205,3327,0,352140,2010,325000,2809,27225,9604,7.0942349,6.0234475
6338602,174716,319025,9,5,111,220,4,1,1643,1977,2097,0,280638,2018,259000,81,12321,48400,7.5893359,7.4042792
6563902,178511,315291,40,7,120,202,4,1,1278,3422,2461,0,254653,2018,235000,1600,14400,40804,8.1379805,7.1530519
6269248,175363,316919,85,7,179,206,5,0,1463,1478,2276,0,431351,2018,398000,7225,32041,42436,7.2984452,7.2882442
6163011,173501,317318,24,4,94,126,4,0,3198,2967,542,0,216706,2017,199950,576,8836,15876,7.9953065,8.070281
