ID,COORDS_X,COORDS_Y,AGE,ROOMS,HOUSESIZE,LOTSIZE,INQUALITY,PARKING,DISTAMEN,DISTCBD,PROXAMEN,DFLOOD100,TRPRICE,YEAR,ASKPRICE,AGE2,HOUSESIZE2,LOTSIZE2,LN_DISTCBD,LN_DISTAMEN
7232060,175630,317736,100,6,117,35,4,0,1030,801,2710,0,398000,2020,398000,10000,13689,1225,6.6858611,6.937314
7108108,175795,317697,28,5,164,241,4,0,873,661,2867,0,470000,2020,470000,784,26896,58081,6.4937539,6.7719355
7206606,178055,317761,90,7,152,119,4,0,1170,1676,2569,0,469000,2020,469000,8100,23104,14161,7.4241652,7.0647593
7189060,174843,317719,58,7,124,313,4,1,1811,1572,1929,0,349000,2020,349000,3364,15376,97969,7.3601041,7.5016346
7072257,173278,317266,21,5,95,130,4,0,3426,3196,313,0,225000,2020,225000,441,9025,16900,8.0696554,8.1391487
6955147,179521,316560,52,5,110,126,3,1,2295,3434,1445,0,219000,2020,219000,2704,12100,15876,8.1414814,7.7384882
6962945,178975,318140,17,4,153,330,5,1,2132,2586,1608,0,459000,2020,459000,289,23409,108900,7.8578677,7.6648159
6911783,178780,314938,39,5,163,219,2,0,1501,3865,2239,0,250000,2020,250000,1521,26569,47961,8.259717,7.3138866
7051981,179754,319142,39,8,212,430,2,0,2762,3556,978,0,575000,2020,575000,1521,44944,184900,8.1763916,7.9237103
7284418,176354,316705,100,8,147,213,2,0,451,1274,3289,0,450000,2020,450000,10000,21609,45369,7.1499166,6.1114674
7063258,173630,319086,14,6,107,109,4,0,2583,2977,1157,0,249000,2020,249000,196,11449,11881,7.9986715,7.8567066
7168705,176586,319340,24,5,75,113,4,0,90,1375,3650,0,219000,2020,219000,576,5625,12769,7.2262092,4.4998097
7184002,173580,319067,13,6,150,192,4,1,2637,3016,1103,0,359000,2020,359000,169,22500,36864,8.0116863,7.8773971
6925802,177420,319872,27,6,102,369,4,0,414,2154,3326,0,224500,2020,224500,729,10404,136161,7.6750817,6.025866
7009389,178176,319463,63,10,385,647,3,0,1166,2319,2573,0,600000,2020,600000,3969,148225,418609,7.7488914,7.0613341
7256236,179596,316870,53,1,182,273,4,1,2410,3389,1330,0,370000,2020,370000,2809,33124,74529,8.1282902,7.7873821
7048885,174120,317079,55,5,85,124,4,0,2639,2445,1101,0,200000,2020,200000,3025,7225,15376,7.8018003,7.8781552
6953459,178548,317268,53,10,154,97,5,0,1490,2269,2249,0,365000,2020,365000,2809,23716,9409,7.7270947,7.3065314
7009325,175674,317624,100,7,107,132,4,1,1005,802,2735,0,425000,2020,425000,10000,11449,17424,6.6871085,6.9127426
7241732,176610,316406,65,6,134,156,4,0,145,1588,3595,0,450000,2020,450000,4225,17956,24336,7.3702307,4.9767337
7222792,175002,318153,90,7,174,493,4,0,1634,1402,2105,0,345000,2020,345000,8100,30276,243049,7.2456551,7.3987861
7021494,179131,318822,23,3,143,538,2,0,2184,2864,1556,0,475000,2020,475000,529,20449,289444,7.9599748,7.6889133
7158458,179269,319706,27,5,187,638,2,0,2261,3354,1479,0,535000,2020,535000,729,34969,407044,8.1179085,7.7235622
7043868,179140,319386,60,6,155,312,4,0,2132,3086,1608,0,369000,2020,369000,3600,24025,97344,8.0346308,7.6648159
7237481,178406,318005,13,6,133,113,4,0,1566,2013,2173,0,335000,2020,335000,169,17689,12769,7.6073813,7.3562799
7308084,178467,317799,17,2,147,139,4,1,1567,2081,2172,0,395000,2020,395000,289,21609,19321,7.640604,7.3569183
7311640,179553,319608,43,6,136,257,4,1,2547,3555,1192,0,325000,2020,325000,1849,18496,66049,8.1761103,7.8426714
5887983,178972,314779,53,5,157,386,4,1,1628,4109,2112,0,325058,2017,325000,2809,24649,148996,8.3209352,7.3951077
5058442,177811,314962,26,7,141,327,4,1,542,3333,3197,0,319072,2014,319000,676,19881,106929,8.1116285,6.2952662
6202143,178818,316041,34,5,110,145,4,0,1626,3104,2114,0,199045,2018,199000,1156,12100,21025,8.0404472,7.3938785
5789466,179355,317107,22,5,152,111,4,1,2236,3087,1503,0,270068,2016,270000,484,23104,12321,8.034955,7.7124438
6093545,178766,317540,62,7,176,198,2,1,1765,2413,1975,0,279074,2017,279000,3844,30976,39204,7.7886262,7.4759059
4399498,179560,317353,34,7,134,232,4,1,2502,3228,1237,0,324655,2012,324500,1156,17956,53824,8.0796185,7.8248458
4889335,176116,321071,47,9,140,271,4,1,311,3105,3429,1,194593,2015,194500,2209,19600,73441,8.0407686,5.7397928
5357951,173534,319045,14,6,129,200,4,1,2687,3052,1052,0,289202,2015,289000,196,16641,40000,8.0235519,7.8961806
4778882,175742,318016,53,5,89,90,5,0,890,652,2849,0,239170,2013,239000,2809,7921,8100,6.4800444,6.7912216
6003422,176213,317598,53,8,168,95,4,0,482,421,3257,0,525379,2017,525000,2809,28224,9025,6.0426331,6.1779442
5876299,176586,319340,25,4,75,124,4,0,90,1375,3650,0,169136,2017,169000,625,5625,15376,7.2262092,4.4998097
5371251,174858,319451,51,8,141,384,4,1,1309,2127,2431,0,229265,2015,229000,2601,19881,147456,7.662468,7.1770186
5490762,179267,316649,56,6,90,157,4,0,2050,3166,1690,0,174704,2015,174500,3136,8100,24649,8.0602245,7.6255951
4492476,178854,315461,43,5,120,185,4,1,1650,3520,2090,0,199271,2012,199000,1849,14400,34225,8.1662159,7.4085307
6692297,179465,318786,23,5,120,244,4,0,2519,3176,1221,0,359509,2019,359000,529,14400,59536,8.0633774,7.8316174
4952873,178859,315113,41,5,105,150,4,1,1598,3780,2142,0,189280,2014,189000,1681,11025,22500,8.2374792,7.3765082
4079037,178605,315833,39,5,119,180,4,1,1477,3081,2262,0,209328,2011,209000,1521,14161,32400,8.0330095,7.2977681
6201279,174599,319351,50,4,161,308,4,1,1586,2259,2154,0,219348,2017,219000,2500,25921,94864,7.7226777,7.3689704
6387490,174716,319025,9,5,130,130,5,0,1643,1977,2097,0,275441,2018,275000,81,16900,16900,7.5893359,7.4042792
4800009,173887,317492,55,6,142,207,4,1,2790,2553,950,0,169276,2013,169000,3025,20164,42849,7.8450246,7.9337969
6482153,177515,316102,32,4,115,227,4,1,385,2186,3354,0,249456,2018,249000,1024,13225,51529,7.6898289,5.9532433
5571412,175742,318016,100,3,89,90,5,0,890,652,2849,0,235447,2015,235000,10000,7921,8100,6.4800444,6.7912216
5999868,176204,316679,100,6,166,107,4,0,589,1313,3150,0,422840,2017,422000,10000,27556,11449,7.1800699,6.3784261
199694,178797,316950,65,7,130,225,4,1,1657,2614,2082,0,227970,2005,227500,4225,16900,50625,7.8686371,7.4127641
4782178,174042,315739,53,7,165,243,4,0,2736,3247,1004,0,395886,2013,395000,2809,27225,59049,8.0854864,7.9142523
3689632,174843,317719,53,5,129,251,2,0,1811,1572,1929,0,249648,2009,249000,2809,16641,63001,7.3601041,7.5016346
3257959,179021,315780,93,7,189,415,1,1,1874,3426,1865,0,209593,2007,209000,8649,35721,172225,8.1391487,7.5358305
6304920,175957,316633,63,9,150,163,1,0,821,1415,2918,0,285835,2018,285000,3969,22500,26569,7.2548847,6.7105231
5487316,179269,319706,34,4,100,118,2,0,2261,3354,1479,0,149439,2015,149000,1156,10000,13924,8.1179085,7.7235622
4738483,179151,316724,59,6,146,553,4,1,1946,3030,1794,0,240262,2013,239500,3481,21316,305809,8.0163183,7.5735312
424353,179471,319146,100,7,111,240,3,0,2480,3291,1260,0,208672,2003,208000,10000,12321,57600,8.0989466,7.8160138
459033,178284,318373,32,7,110,390,4,1,1407,1931,2332,0,182588,2003,182000,1024,12100,152100,7.5657935,7.2492151
6949050,178839,318050,19,5,142,276,4,1,2001,2447,1738,0,430398,2019,429000,361,20164,76176,7.802618,7.6014023
6317043,174462,317361,55,5,105,285,4,1,2244,2028,1496,0,259850,2018,259000,3025,11025,81225,7.6148052,7.7160153
6200747,178105,319276,33,5,104,120,2,1,1108,2148,2631,0,198206,2017,197500,1089,10816,14400,7.6722922,7.0103121
5892293,173311,316545,41,5,182,314,4,1,3440,3399,300,0,300076,2016,299000,1681,33124,98596,8.1312361,8.1432266
4347641,174829,316896,87,6,140,159,4,0,1978,1903,1761,0,344246,2012,343000,7569,19600,25281,7.551187,7.5898414
6838714,178803,317990,18,5,155,257,2,1,1950,2410,1790,0,450652,2019,449000,324,24025,66049,7.7873821,7.5755849
7074103,174659,319440,50,6,143,242,3,1,1496,2268,2244,0,270000,2020,269000,2500,20449,58564,7.7266536,7.3105502
5487070,179427,319367,42,6,160,520,4,1,2419,3336,1320,0,380454,2016,379000,1764,25600,270400,8.1125278,7.7911096
6059392,179394,319053,24,5,170,233,4,1,2416,3187,1324,0,330344,2017,329000,576,28900,54289,8.0668354,7.7898684
5762144,175141,318082,65,5,104,107,4,0,1493,1257,2247,0,209882,2016,209000,4225,10816,11449,7.1364832,7.3085427
6043408,178699,316800,90,7,163,400,1,1,1519,2589,2220,0,200849,2017,200000,8100,26569,160000,7.8590269,7.3258076
6200768,176514,316328,64,4,170,273,4,1,232,1655,3508,0,401698,2017,400000,4096,28900,74529,7.4115562,5.4467373
6043282,175913,321068,100,8,200,410,4,0,132,3126,3608,1,301274,2017,300000,10000,40000,168100,8.0475092,4.882802
5172741,179394,319053,22,5,140,261,5,1,2416,3187,1324,0,351520,2014,350000,484,19600,68121,8.0668354,7.7898684
6740444,178907,318049,19,5,140,302,2,0,2068,2514,1672,0,430904,2019,429000,361,19600,91204,7.8296304,7.6343374
4866310,177673,317486,23,5,123,124,4,1,714,1371,3026,0,300328,2013,299000,529,15129,15376,7.2232957,6.5708828
5250795,174826,316787,47,6,150,329,4,1,1962,1969,1777,0,310419,2014,309000,2209,22500,108241,7.5852809,7.5817199
5766706,179652,319267,41,7,130,177,2,0,2649,3504,1090,0,160755,2016,160000,1681,16900,31329,8.1616602,7.8819375
6244251,176222,316316,61,5,118,250,3,1,521,1672,3219,0,452139,2018,450000,3721,13924,62500,7.4217758,6.2557502
5265355,178930,315016,39,6,80,222,4,0,1662,3900,2077,0,169811,2014,169000,1521,6400,49284,8.2687321,7.4157772
6703373,175957,316633,63,10,178,143,4,0,821,1415,2918,0,326596,2019,325000,3969,31684,20449,7.2548847,6.7105231
7012625,175902,316735,62,5,177,217,4,0,896,1337,2844,0,400000,2020,398000,3844,31329,47089,7.1981835,6.7979403
7254713,175686,317623,25,4,101,71,4,0,993,792,2746,0,400000,2020,398000,625,10201,5041,6.6745615,6.9007306
5424989,178471,315149,39,5,114,135,4,0,1217,3510,2523,0,193518,2015,192500,1521,12996,18225,8.1633711,7.1041441
5828004,178859,315113,41,6,118,179,5,1,1598,3780,2142,0,226219,2017,225000,1681,13924,32041,8.2374792,7.3765082
5389125,177494,323039,60,6,105,285,4,1,766,5178,2973,1,139763,2015,139000,3600,11025,81225,8.5521746,6.6411819
3187132,179021,315780,52,7,180,320,4,0,1874,3426,1865,0,336881,2010,335000,2704,32400,102400,8.1391487,7.5358305
4179937,179554,316683,51,5,145,284,4,1,2339,3416,1401,0,326895,2011,325000,2601,21025,80656,8.1362257,7.7574787
4157265,178568,315620,43,6,120,195,4,1,1396,3208,2344,0,220798,2011,219500,1849,14400,38025,8.0734034,7.2413664
4984005,176164,316378,66,10,200,567,3,1,585,1617,3154,0,648960,2014,645000,4356,40000,321489,7.3883281,6.3716121
5533029,178658,316696,70,6,105,450,4,1,1456,2603,2284,0,220396,2015,219000,4900,11025,202500,7.8644199,7.2834482
6127552,178115,317510,69,5,188,232,4,1,1137,1784,2603,0,367342,2017,365000,4761,35344,53824,7.4866133,7.0361485
4442879,174788,317407,23,6,143,620,4,1,1915,1704,1825,0,502366,2013,499000,529,20449,384400,7.4407339,7.5574727
5961928,176846,323140,42,6,145,192,4,1,116,5181,3623,1,190278,2017,189000,1764,21025,36864,8.5527534,4.7535901
6103002,174283,319341,54,6,115,129,4,0,1882,2512,1858,0,190278,2017,189000,2916,13225,16641,7.8288345,7.5400901
5315187,179128,315924,17,6,180,280,4,1,1953,3420,1786,0,397787,2015,395000,289,32400,78400,8.1373959,7.5771217
4587206,178781,317256,71,4,132,204,4,1,1718,2494,2022,0,240693,2012,239000,5041,17424,41616,7.8216434,7.448916
5367712,178511,315291,40,6,125,166,4,1,1278,3422,2461,0,191368,2015,190000,1600,15625,27556,8.1379805,7.1530519
5550631,174118,319275,60,5,80,188,4,0,2060,2619,1680,0,160219,2016,159000,3600,6400,35344,7.8705478,7.6304612
5927942,175146,318192,67,4,117,125,4,0,1493,1265,2246,0,216706,2017,215000,4489,13689,15625,7.1428275,7.3085427
4098250,177939,318289,53,4,100,119,4,0,1090,1576,2650,0,166315,2011,165000,2809,10000,14161,7.3626451,6.9939332
4330043,173831,315829,53,6,145,203,5,1,2935,3345,805,0,291395,2012,289000,2809,21025,41209,8.115222,7.9844627
7283486,174389,316072,40,10,215,475,4,1,2354,2766,1385,0,600000,2020,595000,1600,46225,225625,7.9251575,7.7638712
5439398,177811,314962,27,9,185,359,4,1,542,3333,3197,0,428680,2016,425000,729,34225,128881,8.1116285,6.2952662
4266824,178126,319207,66,7,115,300,4,1,1139,2124,2600,0,200725,2011,199000,4356,13225,90000,7.6610565,7.0379062
5167641,178761,316657,68,7,85,122,4,0,1550,2711,2190,0,176536,2017,175000,4624,7225,14884,7.9050727,7.3460102
5314505,179338,319515,88,5,180,92,2,0,2329,3321,1410,0,146287,2016,145000,7744,32400,8464,8.1080208,7.7531943
5669124,174834,318573,9,7,140,142,4,0,1783,1669,1957,0,241133,2016,239000,81,19600,20164,7.41998,7.4860525
5812875,177964,319500,34,5,114,468,4,1,955,2186,2784,0,241133,2016,239000,1156,12996,219024,7.6898289,6.8617115
5730494,173630,319086,14,6,110,109,4,0,2583,2977,1157,0,206838,2016,205000,196,12100,11881,7.9986715,7.8567066
6759109,178668,317046,100,10,252,512,4,1,1571,2458,2168,0,412675,2019,409000,10000,63504,262144,7.8071032,7.3594675
6005432,179378,318752,23,4,80,120,4,0,2439,3083,1300,0,199792,2017,198000,529,6400,14400,8.033658,7.7993436
6290365,178629,314950,33,6,108,198,4,1,1358,3764,2381,0,227109,2018,225000,1089,11664,39204,8.2332373,7.2137685
5307831,175084,318073,66,9,147,110,4,0,1549,1313,2190,0,227115,2015,225000,4356,21609,12100,7.1800699,7.345365
7138133,174637,317537,24,4,112,164,4,1,2041,1811,1698,0,322000,2020,319000,576,12544,26896,7.5016346,7.6211953
5181529,177679,318255,16,6,117,131,5,1,846,1315,2893,0,227136,2014,225000,256,13689,17161,7.181592,6.7405195
4948922,179218,319558,52,6,140,236,4,1,2211,3236,1529,0,227136,2014,225000,2704,19600,55696,8.0820932,7.7012
4913186,177532,322933,50,5,83,300,3,0,833,5083,2907,1,120131,2013,119000,2500,6889,90000,8.5336571,6.7250338
6254257,178636,317925,20,5,122,220,4,1,1770,2243,1969,0,352357,2018,349000,400,14884,48400,7.7155695,7.478735
6323297,179116,317198,65,5,90,129,3,0,2041,2832,1698,0,176698,2018,175000,4225,8100,16641,7.9487386,7.6211953
5602246,178810,314608,42,6,165,266,5,1,1423,4147,2316,0,401888,2016,398000,1764,27225,70756,8.3301401,7.2605224
4268217,176531,316436,53,8,157,241,4,1,226,1549,3513,0,453398,2012,449000,2809,24649,58081,7.345365,5.4205351
3514671,174368,317532,52,5,97,130,5,0,2308,2074,1432,0,204493,2008,202500,2704,9409,16900,7.6372342,7.7441368
3605035,174052,316499,45,7,100,157,4,0,2698,2770,1042,0,197935,2009,196000,2025,10000,24649,7.9266024,7.9002662
5376786,178878,314928,40,7,127,148,4,0,1593,3934,2147,0,166641,2015,165000,1600,16129,21904,8.2774124,7.3733745
4457953,174012,315806,42,6,136,153,5,0,2759,3224,980,0,252013,2014,249500,1764,18496,23409,8.0783777,7.9226236
6483475,174649,319472,51,6,179,215,4,1,1493,2296,2246,0,322214,2018,319000,2601,32041,46225,7.7389235,7.3085427
5662174,177219,318082,100,10,430,290,4,0,392,832,3347,0,439397,2016,435000,10000,184900,84100,6.7238326,5.971262
7049367,175777,317791,100,10,156,105,4,0,876,644,2863,0,490000,2020,485000,10000,24336,11025,6.4676986,6.7753663
6292548,178930,315016,42,5,120,150,3,0,1662,3900,2077,0,180856,2018,179000,1764,14400,22500,8.2687321,7.4157772
6378109,177484,319491,41,6,113,127,3,0,475,1864,3264,0,180856,2018,179000,1681,12769,16129,7.5304799,6.1633148
6569511,174318,319044,52,6,119,293,4,1,1975,2333,1764,0,217235,2018,215000,2704,14161,85849,7.7549105,7.5883236
3483315,174246,319863,51,6,115,242,4,0,1686,2857,2054,0,271855,2008,269000,2601,13225,58564,7.9575276,7.4301143
5328661,178467,317799,17,6,170,139,4,0,1567,2081,2172,0,338657,2015,335000,289,28900,19321,7.640604,7.3569183
6209028,174688,317621,24,4,101,216,4,1,1978,1743,1761,0,301274,2017,298000,576,10201,46656,7.4633632,7.5898414
6566868,174070,318821,52,4,127,234,4,0,2302,2471,1438,0,241661,2018,239000,2704,16129,54756,7.8123784,7.7415338
4797601,177420,319872,19,6,114,350,4,1,414,2154,3326,0,191118,2013,189000,361,12996,122500,7.6750817,6.025866
4803288,174318,319044,52,7,120,293,3,1,1975,2333,1764,0,191118,2013,189000,2704,14400,85849,7.7549105,7.5883236
4777392,178931,314998,42,5,110,134,4,0,1662,3914,2078,0,191118,2013,189000,1764,12100,17956,8.272315,7.4157772
6311608,174948,316960,51,6,203,284,4,1,1872,1768,1868,0,373145,2018,369000,2601,41209,80656,7.4776044,7.5347629
7294447,175048,318639,62,5,166,464,4,1,1577,1499,2162,0,493000,2020,487500,3844,27556,215296,7.3125534,7.3632798
5639021,179312,316541,53,10,100,201,4,0,2085,3253,1655,0,251850,2016,249000,2809,10000,40401,8.0873327,7.6425242
6172722,175932,321180,55,4,82,220,3,0,207,3234,3532,1,150713,2018,149000,3025,6724,48400,8.0814753,5.3327188
6192214,174463,318962,59,4,90,196,4,1,1894,2166,1846,0,211420,2017,209000,3481,8100,38416,7.6806374,7.5464463
5791885,175054,317394,80,4,76,98,4,0,1657,1461,2083,0,129495,2017,128000,6400,5776,9604,7.2868762,7.4127641
4674618,174438,319694,51,5,186,296,4,0,1619,2601,2121,0,241812,2012,239000,2601,34596,87616,7.8636513,7.389564
4515227,175820,318048,53,4,110,113,4,0,813,578,2927,0,263083,2012,260000,2809,12100,12769,6.3595738,6.7007313
7242470,175860,316704,71,6,133,377,2,0,930,1382,2810,0,424000,2020,419000,5041,17689,142129,7.231287,6.8351846
699898,177345,319404,100,1,135,178,1,0,339,1714,3401,0,126493,2002,125000,10000,18225,31684,7.4465852,5.8260002
4881711,175264,317060,59,7,185,338,5,1,1540,1456,2199,0,379505,2013,375000,3481,34225,114244,7.2834482,7.3395376
4342042,175653,317411,53,7,200,311,4,1,1071,933,2668,0,632518,2012,625000,2809,40000,96721,6.8384051,6.9763479
6279165,174151,319776,49,5,151,158,4,0,1812,2874,1928,0,192289,2018,190000,2401,22801,24964,7.96346,7.5021863
4491705,174042,315739,45,8,175,182,4,1,2736,3247,1004,0,369435,2012,365000,2025,30625,33124,8.0854864,7.9142523
5580609,177332,315569,53,7,135,200,1,0,220,2586,3520,0,136642,2016,135000,2809,18225,40000,7.8578677,5.3936276
3700879,179267,316649,57,10,125,259,4,1,2050,3166,1690,0,231816,2009,229000,3249,15625,67081,8.0602245,7.6255951
6464436,178512,318070,30,5,103,213,4,0,1678,2120,2062,0,194888,2018,192500,900,10609,45369,7.6591716,7.4253578
5081386,177430,316249,32,5,113,1633,4,0,232,2017,3507,0,221728,2014,219000,1024,12769,2666689,7.6093664,5.4467373
4984967,175777,316540,63,9,150,276,3,1,987,1565,2753,0,443456,2014,438000,3969,22500,76176,7.3556409,6.89467
3471505,175341,317697,90,9,181,121,4,1,1321,1089,2418,0,300725,2008,297000,8100,32761,14641,6.9930153,7.1861444
4424129,177766,317136,100,6,123,158,4,0,697,1611,3042,0,201510,2012,199000,10000,15129,24964,7.3846102,6.5467854
6622058,173978,319084,51,6,93,212,4,1,2262,2656,1478,0,191400,2019,189000,2601,8649,44944,7.8845763,7.7240047
6597691,177769,315009,28,4,82,186,4,0,503,3273,3237,0,201527,2019,199000,784,6724,34596,8.093462,6.2205901
6856741,178930,315016,53,6,89,170,3,0,1662,3900,2077,0,201527,2019,199000,2809,7921,28900,8.2687321,7.4157772
6620727,178284,318373,33,4,113,160,4,1,1407,1931,2332,0,221781,2019,219000,1089,12769,25600,7.5657935,7.2492151
6689640,174929,319834,100,6,148,265,4,1,1128,2363,2611,0,231908,2019,229000,10000,21904,70225,7.7676873,7.0282016
6568114,177655,316856,65,5,107,172,5,0,556,1689,3184,0,231908,2019,229000,4225,11449,29584,7.4318919,6.3207684
6749891,176379,319119,84,4,84,129,4,1,390,1140,3349,0,242035,2019,239000,7056,7056,16641,7.0387836,5.9661469
6867548,175028,318839,60,6,135,195,4,0,1467,1614,2273,0,252162,2019,249000,3600,18225,38025,7.3864708,7.2909746
6550280,178493,316063,100,7,200,1585,1,0,1303,2842,2436,0,252162,2019,249000,10000,40000,2512225,7.9522634,7.1724248
6669395,177368,315153,87,5,121,318,3,1,135,2989,3604,0,262289,2019,259000,7569,14641,101124,8.0026941,4.9052749
6741612,175820,318048,100,4,124,91,4,0,813,578,2927,0,272416,2019,269000,10000,15376,8281,6.3595738,6.7007313
6611877,174524,319474,50,6,140,273,4,0,1610,2394,2129,0,292670,2019,289000,2500,19600,74529,7.7807207,7.3839893
6721564,173915,315766,44,6,151,197,4,1,2862,3322,878,0,292670,2019,289000,1936,22801,38809,8.1083221,7.9592757
6803737,179444,319713,48,1,165,287,4,1,2431,3509,1308,0,292670,2019,289000,2304,27225,82369,8.1630859,7.7960582
6880078,174637,317537,22,6,107,145,4,1,2041,1811,1698,0,312924,2019,309000,484,11449,21025,7.5016346,7.6211953
6659108,173184,317483,22,7,140,222,5,0,3486,3247,253,0,343305,2019,339000,484,19600,49284,8.0854864,8.1565104
6651611,178420,317916,14,8,161,131,5,0,1567,2027,2173,0,393940,2019,389000,196,25921,17161,7.6143122,7.3569183
6654292,174655,317493,23,4,114,329,4,1,2031,1805,1709,0,393940,2019,389000,529,12996,108241,7.4983158,7.6162834
6761955,179463,319917,1,6,214,713,2,1,2410,3630,1329,0,758512,2019,749000,1,45796,508369,8.1969881,7.7873821
6909675,179151,319332,59,5,98,150,2,0,2145,3072,1594,0,202540,2019,200000,3481,9604,22500,8.0300837,7.6708946
6870079,177539,318591,100,3,143,149,2,0,633,1299,3106,0,202540,2019,200000,10000,20449,22201,7.1693501,6.4504704
6786387,179218,319558,49,5,124,265,2,1,2211,3236,1529,0,232921,2019,230000,2401,15376,70225,8.0820932,7.7012
6625485,175199,316939,46,9,158,506,4,0,1627,1584,2112,0,481033,2019,475000,2116,24964,256036,7.3677087,7.3944931
6749588,175789,316708,66,5,147,348,4,1,1000,1407,2739,0,481033,2019,475000,4356,21609,121104,7.2492151,6.9077554
6610475,176528,316514,67,5,127,280,4,1,239,1471,3501,0,450652,2019,445000,4489,16129,78400,7.2936978,5.4764633
6667701,178105,319276,33,5,106,140,5,0,1108,2148,2631,0,225326,2019,222500,1089,11236,19600,7.6722922,7.0103121
6681943,178839,318050,19,5,136,260,2,1,2001,2447,1738,0,430398,2019,425000,361,18496,67600,7.802618,7.6014023
6844642,174030,316979,55,9,204,285,4,0,2751,2566,989,0,389890,2019,385000,3025,41616,81225,7.8501034,7.9197197
6868556,174512,316622,36,6,153,222,5,1,2254,2320,1486,0,389890,2019,385000,1296,23409,49284,7.7493224,7.7204618
6672172,173180,316935,40,4,140,253,4,0,3586,3379,154,0,301785,2019,298000,1600,19600,64009,8.1253347,8.1847925
6760847,175797,316559,64,5,168,163,4,0,969,1540,2770,0,349382,2019,345000,4096,28224,26569,7.3395376,6.8762646
6692036,179553,319608,44,8,145,332,4,1,2547,3555,1192,0,329128,2019,325000,1936,21025,110224,8.1761103,7.8426714
6654592,179540,319236,44,7,133,289,4,0,2540,3388,1199,0,329128,2019,325000,1936,17689,83521,8.1279955,7.8399196
6629720,174785,318312,47,5,101,199,4,0,1852,1643,1888,0,202034,2019,199500,2209,10201,39601,7.4042792,7.5240216
6637441,178832,314803,31,5,96,245,5,0,1504,4004,2235,0,288620,2019,285000,961,9216,60025,8.2950487,7.3158836
6712777,174637,317537,23,4,127,150,4,1,2041,1811,1698,0,278493,2019,275000,529,16129,22500,7.5016346,7.6211953
6653287,175697,316161,87,5,81,310,5,0,1043,1947,2696,0,278493,2019,275000,7569,6561,96100,7.5740452,6.9498563
6646866,178804,317423,63,10,186,150,4,0,1772,2474,1967,0,268366,2019,265000,3969,34596,22500,7.8135915,7.4798641
6764655,175032,318142,70,5,117,114,4,0,1604,1371,2136,0,258239,2019,255000,4900,13689,12996,7.2232957,7.3802557
6680765,173490,319021,13,6,114,110,2,0,2737,3085,1003,0,248112,2019,245000,169,12996,12100,8.0343065,7.9146175
6621331,179100,319665,46,9,111,202,2,0,2098,3189,1641,0,237985,2019,235000,2116,12321,40804,8.0674629,7.6487398
6935782,176178,317257,55,3,35,35,4,0,609,753,3131,0,227858,2019,225000,3025,1225,1225,6.6240654,6.4118185
6790039,178780,314938,38,5,109,162,4,0,1501,3865,2239,0,227858,2019,225000,1444,11881,26244,8.259717,7.3138866
6518175,178942,315631,42,7,123,142,4,0,1763,3465,1976,0,227858,2019,225000,1764,15129,20164,8.1504679,7.474772
6696698,177625,315509,38,5,108,162,2,0,457,2760,3282,0,227858,2019,225000,1444,11664,26244,7.922986,6.1246834
6717707,178632,315372,40,6,125,170,3,0,1413,3436,2326,0,217731,2019,215000,1600,15625,28900,8.1420631,7.2534704
6875511,174151,319776,49,6,151,244,3,0,1812,2874,1928,0,217731,2019,215000,2401,22801,59536,7.96346,7.5021863
6724793,173443,317311,24,5,82,128,4,0,3256,3025,483,0,217731,2019,215000,576,6724,16384,8.0146666,8.0882549
6811681,177769,315009,28,4,82,118,4,0,503,3273,3237,0,197477,2019,195000,784,6724,13924,8.093462,6.2205901
6712807,179051,319272,64,4,78,247,2,1,2050,2955,1690,0,187350,2019,185000,4096,6084,61009,7.9912539,7.6255951
6676534,178869,315108,41,5,107,205,3,1,1607,3791,2132,0,187350,2019,185000,1681,11449,42025,8.2403851,7.3821244
6019054,178975,315312,53,4,110,117,2,0,1740,3711,2000,0,181293,2017,179000,2809,12100,13689,8.2190571,7.4616404
4621063,177516,316276,32,5,127,132,4,1,304,2039,3436,0,191435,2012,189000,1024,16129,17424,7.6202149,5.7170277
756355,179083,316909,23,5,115,67,4,0,1919,2894,1821,0,178800,2001,176521,529,13225,4489,7.9703951,7.5595593
5197773,174637,317537,23,8,162,288,4,1,2041,1811,1698,0,319072,2014,315000,529,26244,82944,7.5016346,7.6211953
7240527,174495,316557,49,5,140,322,4,1,2264,2372,1476,0,390000,2020,385000,2401,19600,103684,7.7714887,7.7248883
3868549,179138,318756,49,7,295,1155,2,1,2203,2852,1536,0,369747,2010,365000,2401,87025,1334025,7.9557757,7.6975756
5770653,174101,315823,45,7,140,251,4,1,2669,3147,1071,0,278642,2016,275000,2025,19600,63001,8.0542049,7.8894591
5759751,173010,317420,18,9,225,707,4,1,3668,3429,72,0,586691,2017,579000,324,50625,499849,8.1400242,8.2074022
5035026,177878,317367,70,5,115,149,2,0,866,1606,2874,0,288787,2014,285000,4900,13225,22201,7.3815017,6.763885
5525549,175887,316603,92,8,160,303,4,1,886,1466,2854,0,440791,2015,435000,8464,25600,91809,7.2902927,6.7867169
3995362,178629,314950,33,5,118,228,5,1,1358,3764,2381,0,252340,2011,249000,1089,13924,51984,8.2332373,7.2137685
6398828,174046,318195,23,5,120,130,4,1,2591,2357,1149,0,202683,2018,200000,529,14400,16900,7.7651448,7.8597994
